	Cycle_ID	Cap_Chg	Cap_DChg	Specific_Capacity-Chg	Specific_Capacity-DChg	Chg/DChg_Efficiency	Engy_Chg	Engy_DChg	REngy_Chg	REngy_Dchg	CC_Chg_Ratio	CC_Chg_Cap	Plat_Cap	Plat_Capacity_Density	Plat_Efficiency	Plat_Time	Capacitance_Chg	Capacitance_DChg	IR	Mid_value_Voltage	Discharge_Fading_Ratio	Charge_Time	Discharge_Time	Charge_IR	Discharge_IR	End_Temperature	Net_Cap_DChg	Net_Engy_DChg
512	71.00	71.00	70995.89	71000.39	100.006	252.09	249.36	252087.97	249362.07	90.20	64.04	17.46	17460.97	24.59	0:29:58.000	404534.98	396158.43	0.000	3546.6	362.18	2:10:01.000	2:01:51.000	283.181	145.363	0.0	0.00	-2.73	
513	71.00	70.97	71003.55	70972.67	99.957	252.12	249.27	252119.34	249272.57	90.19	64.04	17.47	17470.98	24.62	0:29:59.000	405412.83	396187.97	0.000	3546.6	362.04	2:10:06.000	2:01:48.000	293.150	145.218	0.0	-0.03	-2.85	
514	70.99	70.99	70991.22	70988.52	99.996	252.08	249.32	252077.01	249324.19	90.22	64.05	17.47	17470.42	24.61	0:29:59.000	405535.35	396092.16	0.000	3546.6	362.12	2:09:58.000	2:01:50.000	288.902	137.672	0.0	-0.00	-2.75	
515	70.96	70.96	70957.60	70959.09	100.002	251.95	249.21	251949.51	249208.51	90.22	64.02	17.47	17470.29	24.62	0:29:59.000	405343.30	395805.27	0.000	3546.3	361.97	2:09:57.000	2:01:47.000	293.192	147.796	0.0	0.00	-2.74	
516	70.97	70.93	70967.06	70929.96	99.948	251.98	249.10	251976.91	249102.18	90.22	64.03	17.46	17460.58	24.62	0:29:58.000	404947.58	395826.76	0.000	3546.0	361.82	2:10:02.000	2:01:44.000	291.762	147.796	0.0	-0.04	-2.87	
517	70.95	70.94	70954.35	70939.67	99.979	251.94	249.14	251939.62	249141.94	90.22	64.02	17.43	17431.45	24.57	0:29:55.000	405324.74	395268.26	0.000	3546.3	361.87	2:10:05.000	2:01:45.000	297.483	137.776	0.0	-0.01	-2.80	
518	70.98	70.95	70978.82	70949.56	99.959	252.03	249.18	252028.37	249181.25	90.23	64.04	17.46	17460.60	24.61	0:29:58.000	404629.83	395323.37	0.000	3546.3	361.92	2:10:06.000	2:01:46.000	287.471	138.018	0.0	-0.03	-2.85	
519	71.00	71.01	71000.55	71008.16	100.011	252.11	249.39	252110.07	249393.04	90.23	64.07	17.47	17470.39	24.60	0:29:59.000	404946.09	396386.09	0.000	3546.3	362.22	2:10:04.000	2:01:52.000	291.762	137.776	0.0	0.01	-2.72	
520	70.92	70.96	70922.18	70959.09	100.052	251.82	249.21	251824.31	249211.88	90.26	64.02	17.46	17460.58	24.61	0:29:58.000	404499.11	396112.14	0.000	3546.0	361.97	2:09:56.000	2:01:47.000	274.600	137.707	0.0	0.04	-2.61	
521	70.90	70.96	70898.32	70959.09	100.086	251.73	249.21	251734.64	249206.21	90.26	64.00	17.48	17480.00	24.63	0:30:00.000	405004.68	396173.57	0.000	3546.0	361.97	2:09:51.000	2:01:47.000	288.902	148.130	0.0	0.06	-2.53	
522	70.94	70.92	70935.76	70920.24	99.978	251.86	249.07	251862.55	249070.73	90.30	64.05	17.45	17450.87	24.61	0:29:57.000	405218.57	395343.57	0.000	3546.0	361.77	2:09:49.000	2:01:43.000	293.192	137.845	0.0	-0.02	-2.79	
523	70.97	70.94	70965.11	70939.67	99.964	251.97	249.14	251974.02	249143.06	90.26	64.05	17.47	17470.29	24.63	0:29:59.000	404551.72	395819.61	0.000	3546.0	361.87	2:10:05.000	2:01:45.000	283.181	137.879	0.0	-0.03	-2.83	
524	70.93	70.95	70929.27	70950.03	100.029	251.85	249.18	251849.94	249184.41	90.29	64.04	17.46	17460.66	24.61	0:29:58.000	404988.71	395877.40	0.000	3546.0	361.92	2:10:00.000	2:01:46.000	288.902	137.776	0.0	0.02	-2.67	
525	70.92	70.86	70915.87	70862.07	99.924	251.80	248.87	251801.43	248869.94	90.31	64.05	17.43	17431.47	24.60	0:29:55.000	404912.18	395386.62	0.000	3546.0	361.47	2:09:53.000	2:01:37.000	288.902	138.052	0.0	-0.05	-2.93	
526	70.91	70.92	70911.32	70920.24	100.013	251.79	249.07	251786.50	249069.36	90.30	64.04	17.45	17450.87	24.61	0:29:57.000	405464.98	395711.22	0.000	3546.0	361.77	2:09:51.000	2:01:43.000	301.773	137.741	0.0	0.01	-2.72	
527	70.93	70.89	70931.46	70891.11	99.943	251.85	248.96	251848.05	248960.41	90.32	64.06	17.42	17421.73	24.58	0:29:54.000	405001.19	395609.98	0.000	3546.0	361.62	2:09:53.000	2:01:40.000	288.902	147.685	0.0	-0.04	-2.89	
528	70.90	70.86	70895.51	70862.01	99.953	251.72	248.87	251721.49	248873.23	90.32	64.04	17.46	17460.58	24.64	0:29:58.000	404347.04	395447.57	0.000	3546.0	361.47	2:09:41.000	2:01:37.000	283.181	147.722	0.0	-0.03	-2.85	
529	70.89	70.91	70885.53	70912.89	100.039	251.70	249.06	251697.84	249055.14	90.30	64.01	17.47	17470.64	24.64	0:29:59.000	404482.33	395486.31	0.000	3546.0	361.73	2:09:43.000	2:01:42.000	287.471	137.879	0.0	0.03	-2.64	
530	70.90	70.90	70902.30	70896.49	99.992	251.76	249.00	251755.97	248997.01	90.28	64.01	17.43	17432.63	24.59	0:29:55.000	404385.74	395578.69	0.000	3546.3	361.65	2:09:49.000	2:01:40.000	287.471	145.254	0.0	-0.01	-2.76	
531	70.90	70.92	70900.53	70921.39	100.029	251.75	249.08	251752.98	249082.08	90.31	64.03	17.47	17470.63	24.63	0:29:59.000	404375.65	395533.73	0.000	3546.0	361.77	2:09:42.000	2:01:43.000	278.890	137.672	0.0	0.02	-2.67	
532	70.91	70.95	70911.51	70949.64	100.054	251.78	249.18	251781.54	249183.22	90.29	64.03	17.47	17470.41	24.62	0:29:59.000	404054.19	395875.26	0.000	3546.0	361.92	2:09:41.000	2:01:46.000	274.600	137.707	0.0	0.04	-2.60	
533	70.95	70.93	70945.18	70930.07	99.979	251.90	249.12	251903.50	249116.13	90.25	64.03	17.46	17460.59	24.62	0:29:58.000	405272.36	395582.11	0.000	3546.3	361.82	2:10:04.000	2:01:44.000	293.192	137.707	0.0	-0.02	-2.79	
534	71.01	70.95	71008.11	70951.10	99.920	252.13	249.19	252128.93	249190.58	90.25	64.08	17.46	17460.75	24.61	0:29:58.000	404604.64	395699.38	0.000	3546.3	361.93	2:10:14.000	2:01:46.000	274.600	137.672	0.0	-0.06	-2.94	
535	71.01	71.00	71009.27	71003.88	99.992	252.13	249.38	252134.54	249381.21	90.25	64.09	17.46	17461.37	24.59	0:29:58.000	404995.82	395993.73	0.000	3546.3	362.20	2:10:19.000	2:01:51.000	287.471	145.181	0.0	-0.01	-2.75	
536	70.98	70.91	70983.28	70908.39	99.895	252.04	249.05	252041.67	249046.84	90.28	64.08	17.46	17462.52	24.63	0:29:58.000	404847.58	395829.14	0.000	3546.3	361.71	2:09:55.000	2:01:41.000	287.471	145.400	0.0	-0.07	-2.99	
537	70.99	70.93	70986.13	70933.03	99.925	252.05	249.13	252053.03	249129.86	90.23	64.05	17.45	17452.01	24.60	0:29:57.000	405313.37	395782.55	0.000	3546.3	361.83	2:10:13.000	2:01:44.000	288.902	145.181	0.0	-0.05	-2.92	
538	70.99	70.95	70988.52	70951.82	99.948	252.05	249.20	252054.69	249198.01	90.26	64.08	17.47	17471.04	24.62	0:29:59.000	404877.52	396071.59	0.000	3546.3	361.93	2:09:59.000	2:01:46.000	278.890	137.845	0.0	-0.04	-2.86	
539	70.90	70.92	70895.96	70920.70	100.035	251.73	249.08	251726.17	249079.37	90.32	64.04	17.46	17460.71	24.62	0:29:58.000	404349.56	395529.87	0.000	3546.0	361.77	2:09:37.000	2:01:43.000	274.600	137.672	0.0	0.02	-2.65	
540	70.92	70.91	70922.99	70911.07	99.983	251.83	249.06	251830.34	249055.83	90.28	64.03	17.46	17460.68	24.62	0:29:58.000	404503.77	395292.46	0.000	3546.0	361.72	2:09:53.000	2:01:42.000	283.181	137.741	0.0	-0.01	-2.77	
541	58.20	58.27	58199.24	58266.88	100.116	205.46	203.40	205456.83	203395.63	100.00	58.20	5.80	5797.56	9.95	0:09:57.000	344600.76	336802.76	0.000	3518.7	297.22	1:39:54.000	1:40:00.000	287.471	134.478	0.0	0.07	-2.06	
542	70.96	70.87	70958.93	70871.70	99.877	251.96	248.90	251956.91	248898.33	90.26	64.04	17.45	17450.87	24.62	0:29:57.000	404708.71	395256.59	0.000	3546.0	361.52	2:10:05.000	2:01:38.000	278.890	137.672	0.0	-0.09	-3.06	
543	70.88	70.89	70882.50	70891.11	100.012	251.67	248.96	251670.18	248964.79	90.28	64.00	17.44	17441.16	24.60	0:29:56.000	403697.20	395978.28	0.000	3546.0	361.62	2:09:54.000	2:01:40.000	270.309	147.722	0.0	0.01	-2.71	
544	70.90	70.91	70904.56	70910.53	100.008	251.75	249.03	251750.56	249027.03	90.33	64.04	17.45	17450.87	24.61	0:29:57.000	404590.90	395902.47	0.000	3546.0	361.72	2:09:59.000	2:01:42.000	274.600	140.421	0.0	0.01	-2.72	
545	70.93	70.88	70931.37	70881.39	99.930	251.84	248.93	251844.33	248931.53	90.32	64.06	17.46	17460.58	24.63	0:29:58.000	404743.91	395555.76	0.000	3546.0	361.57	2:10:05.000	2:01:39.000	283.181	147.685	0.0	-0.05	-2.91	
546	70.93	70.90	70926.49	70900.86	99.964	251.83	249.01	251831.63	249013.65	90.30	64.04	17.47	17470.29	24.64	0:29:59.000	403947.73	395419.21	0.000	3546.0	361.67	2:10:07.000	2:01:41.000	270.309	138.087	0.0	-0.03	-2.82	
547	70.92	70.89	70923.28	70891.41	99.955	251.83	248.98	251826.17	248975.88	90.29	64.04	17.45	17450.90	24.62	0:29:57.000	404697.77	394999.37	0.000	3546.0	361.62	2:09:59.000	2:01:40.000	287.471	137.707	0.0	-0.03	-2.85	
548	70.88	70.90	70882.45	70901.69	100.027	251.68	249.02	251676.64	249016.87	90.30	64.01	17.46	17460.79	24.63	0:29:58.000	403888.59	395791.75	0.000	3546.0	361.67	2:09:46.000	2:01:41.000	283.181	137.776	0.0	0.02	-2.66	
549	70.94	70.93	70944.28	70929.96	99.980	251.90	249.11	251902.36	249110.80	90.32	64.07	17.47	17470.29	24.63	0:29:59.000	405074.39	395397.74	0.000	3546.0	361.82	2:09:52.000	2:01:44.000	284.611	137.741	0.0	-0.01	-2.79	
550	70.88	70.94	70883.71	70939.67	100.079	251.68	249.14	251681.35	249144.40	90.27	63.99	17.45	17450.87	24.60	0:29:57.000	403704.10	395451.86	0.000	3546.0	361.87	2:09:55.000	2:01:45.000	274.600	137.638	0.0	0.06	-2.54	
551	70.88	70.86	70884.04	70863.39	99.971	251.68	248.88	251681.97	248876.71	90.34	64.04	17.44	17441.19	24.61	0:29:56.000	404089.55	395026.62	0.000	3546.0	361.48	2:09:32.000	2:01:37.000	283.181	137.638	0.0	-0.02	-2.81	
552	70.95	72.27	70948.10	72269.06	101.862	251.46	254.04	251463.79	254043.40	100.00	70.95	20.77	20768.10	28.74	4:09:43.000	399582.53	401742.77	0.000	3548.4	368.65	14:13:05.000	14:28:58.000	295.369	250.501	0.0	1.32	2.58	
553	72.16	70.93	72162.91	70930.86	98.293	255.97	249.13	255970.68	249134.05	88.79	64.07	17.47	17465.57	24.62	0:29:58.000	406615.23	395586.51	0.000	3546.6	361.82	2:11:56.000	2:01:42.000	295.295	137.707	0.0	-1.23	-6.84	
554	71.05	70.98	71046.25	70979.39	99.906	252.27	249.31	252269.69	249312.61	90.13	64.03	17.47	17465.57	24.61	0:29:58.000	404246.07	395489.54	0.000	3546.6	362.07	2:09:56.000	2:01:47.000	261.653	137.638	0.0	-0.07	-2.96	
555	71.00	70.92	71002.07	70921.10	99.886	252.11	249.11	252114.43	249110.26	90.23	64.06	17.45	17446.14	24.60	0:29:56.000	404570.18	395715.98	0.000	3546.6	361.77	2:09:59.000	2:01:41.000	283.100	137.741	0.0	-0.08	-3.00	
556	70.96	70.95	70963.97	70950.20	99.981	251.99	249.21	251986.91	249207.57	90.26	64.05	17.47	17465.56	24.62	0:29:58.000	404994.10	395326.92	0.000	3546.3	361.92	2:09:52.000	2:01:44.000	284.530	138.052	0.0	-0.01	-2.78	
557	70.97	70.94	70966.86	70940.52	99.963	251.99	249.18	251992.98	249182.28	90.27	64.06	17.46	17455.86	24.61	0:29:57.000	404369.58	395640.40	0.000	3546.6	361.87	2:09:56.000	2:01:43.000	283.100	145.109	0.0	-0.03	-2.81	
558	71.00	70.96	70998.27	70959.96	99.946	252.10	249.25	252099.60	249247.99	90.27	64.09	17.47	17465.57	24.61	0:29:58.000	404740.71	395748.80	0.000	3546.6	361.97	2:09:49.000	2:01:45.000	283.100	137.672	0.0	-0.04	-2.85	
559	70.97	70.97	70970.49	70970.83	100.000	252.01	249.29	252007.89	249291.40	90.27	64.07	17.46	17456.74	24.60	0:29:57.000	404774.68	395625.57	0.000	3546.6	362.03	2:09:49.000	2:01:46.000	283.100	137.603	0.0	0.00	-2.72	
560	70.97	70.98	70970.50	70979.39	100.013	252.01	249.32	252007.46	249315.64	90.28	64.07	17.49	17485.00	24.63	0:30:00.000	404582.41	395673.27	0.000	3546.6	362.07	2:10:00.000	2:01:47.000	283.100	137.879	0.0	0.01	-2.69	
561	70.98	70.90	70980.47	70901.65	99.889	252.03	249.03	252031.00	249032.98	90.30	64.09	17.45	17446.14	24.61	0:29:56.000	404255.15	395607.49	0.000	3546.3	361.67	2:09:47.000	2:01:39.000	274.521	137.810	0.0	-0.08	-3.00	
562	70.96	70.92	70958.42	70920.99	99.947	251.95	249.10	251952.54	249100.46	90.27	64.05	17.44	17436.39	24.59	0:29:55.000	404513.57	395347.75	0.000	3546.6	361.77	2:09:59.000	2:01:41.000	274.521	137.741	0.0	-0.04	-2.85	
563	70.96	70.95	70963.03	70950.24	99.982	251.98	249.21	251982.63	249211.70	90.28	64.06	17.47	17465.57	24.62	0:29:58.000	404347.75	395510.81	0.000	3546.6	361.92	2:09:52.000	2:01:44.000	278.810	137.672	0.0	-0.01	-2.77	
564	70.96	70.96	70964.12	70961.30	99.996	251.98	249.26	251976.74	249260.49	90.29	64.07	17.48	17475.29	24.63	0:29:59.000	404353.96	395940.30	0.000	3546.6	361.98	2:10:00.000	2:01:45.000	278.810	137.672	0.0	-0.00	-2.72	
565	70.99	70.94	70988.21	70941.40	99.934	252.07	249.19	252072.02	249187.40	90.27	64.08	17.48	17475.54	24.63	0:29:59.000	404683.37	395094.42	0.000	3546.6	361.88	2:10:00.000	2:01:43.000	274.521	137.741	0.0	-0.05	-2.88	
566	70.99	70.90	70989.61	70901.94	99.876	252.07	249.05	252070.09	249049.03	90.26	64.07	17.46	17456.16	24.62	0:29:57.000	403923.80	395425.21	0.000	3546.6	361.68	2:09:57.000	2:01:39.000	274.521	137.741	0.0	-0.09	-3.02	
567	71.00	70.97	70999.89	70969.62	99.957	252.10	249.28	252104.11	249284.10	90.26	64.08	17.46	17455.86	24.60	0:29:57.000	404557.76	395802.66	0.000	3546.6	362.02	2:10:13.000	2:01:46.000	274.521	137.948	0.0	-0.03	-2.82	
568	70.88	70.93	70876.65	70930.79	100.076	251.66	249.15	251664.20	249151.75	90.28	63.99	17.47	17465.57	24.62	0:29:58.000	404047.43	395770.07	0.000	3546.6	361.82	2:09:54.000	2:01:42.000	278.810	137.741	0.0	0.05	-2.51	
569	70.99	70.94	70994.90	70940.51	99.923	252.08	249.18	252083.68	249182.84	90.28	64.09	17.47	17465.56	24.62	0:29:58.000	404529.33	395640.31	0.000	3546.3	361.87	2:10:06.000	2:01:43.000	270.232	137.776	0.0	-0.05	-2.90	
570	70.92	70.96	70918.71	70959.94	100.058	251.82	249.25	251816.98	249249.57	90.31	64.04	17.48	17475.29	24.63	0:29:59.000	404479.34	395748.69	0.000	3546.6	361.97	2:09:49.000	2:01:45.000	283.100	137.707	0.0	0.04	-2.57	
571	71.00	70.96	70998.31	70959.89	99.946	252.10	249.25	252098.21	249246.69	90.25	64.07	17.47	17465.57	24.61	0:29:58.000	404548.77	395380.93	0.000	3546.6	361.97	2:10:09.000	2:01:45.000	274.521	137.672	0.0	-0.04	-2.85	
572	70.99	70.92	70986.16	70920.17	99.907	252.05	249.10	252050.39	249103.81	90.27	64.08	17.48	17475.10	24.64	0:29:59.000	404287.57	395710.82	0.000	3546.3	361.77	2:10:05.000	2:01:41.000	278.810	145.436	0.0	-0.07	-2.95	
573	70.91	70.97	70914.27	70968.63	100.077	251.80	249.27	251797.35	249270.47	90.30	64.03	17.48	17475.09	24.62	0:29:59.000	404261.87	395429.62	0.000	3546.3	362.02	2:09:51.000	2:01:46.000	278.810	137.845	0.0	0.05	-2.53	
574	70.95	70.95	70948.46	70950.15	100.002	251.92	249.21	251920.00	249210.54	90.29	64.06	17.48	17475.28	24.63	0:29:59.000	403881.15	395326.64	0.000	3546.6	361.92	2:09:51.000	2:01:44.000	274.521	137.707	0.0	0.00	-2.71	
575	70.88	70.90	70882.17	70901.66	100.028	251.68	249.04	251680.58	249043.14	90.31	64.01	17.47	17465.57	24.63	0:29:58.000	403887.01	395423.69	0.000	3546.3	361.67	2:09:29.000	2:01:39.000	283.100	137.776	0.0	0.02	-2.64	
576	70.98	70.96	70983.50	70959.94	99.967	252.04	249.25	252041.97	249247.81	90.29	64.09	17.48	17484.99	24.64	0:30:00.000	404464.39	395381.21	0.000	3546.6	361.97	2:09:59.000	2:01:45.000	274.521	137.741	0.0	-0.02	-2.79	
577	70.97	70.95	70966.39	70949.77	99.977	251.98	249.21	251981.59	249214.41	92.79	65.85	17.47	17465.21	24.62	0:29:58.000	403983.22	396060.12	0.000	3546.6	361.92	2:10:01.000	2:01:44.000	274.521	145.109	0.0	-0.02	-2.77	
578	70.89	70.94	70892.91	70940.15	100.067	251.72	249.18	251724.11	249175.39	90.30	64.01	17.48	17475.16	24.63	0:29:59.000	404332.16	395822.29	0.000	3546.3	361.87	2:09:44.000	2:01:43.000	278.810	137.879	0.0	0.05	-2.55	
579	70.96	70.94	70964.80	70939.18	99.964	251.98	249.17	251979.94	249169.94	90.30	64.08	17.47	17474.87	24.63	0:29:59.000	404165.92	395816.86	0.000	3546.6	361.86	2:09:52.000	2:01:43.000	265.942	145.218	0.0	-0.03	-2.81	
580	70.90	70.95	70900.32	70950.17	100.070	251.74	249.21	251743.27	249210.86	90.31	64.03	17.48	17484.97	24.64	0:30:00.000	403990.44	395510.41	0.000	3546.3	361.92	2:09:42.000	2:01:44.000	274.560	138.191	0.0	0.05	-2.53	
581	70.90	70.92	70903.24	70921.09	100.025	251.75	249.11	251753.13	249111.89	90.31	64.03	17.48	17485.00	24.65	0:30:00.000	404007.06	395164.74	0.000	3546.3	361.77	2:09:45.000	2:01:41.000	278.810	137.983	0.0	0.02	-2.64	
582	70.94	70.94	70939.17	70940.46	100.002	251.88	249.18	251884.53	249177.71	90.29	64.05	17.48	17475.28	24.63	0:29:59.000	404019.93	395456.24	0.000	3546.3	361.87	2:09:47.000	2:01:43.000	278.810	137.672	0.0	0.00	-2.71	
583	70.90	70.88	70903.74	70880.84	99.968	251.76	248.96	251759.32	248958.35	90.34	64.05	17.46	17455.49	24.63	0:29:57.000	403626.63	395307.53	0.000	3546.3	361.57	2:09:36.000	2:01:37.000	270.232	137.638	0.0	-0.02	-2.80	
584	70.96	70.96	70958.15	70964.07	100.008	251.95	249.26	251954.09	249255.96	90.28	64.06	17.46	17464.43	24.61	0:29:58.000	403553.48	396139.94	0.000	3546.6	361.99	2:10:04.000	2:01:46.000	257.363	145.218	0.0	0.01	-2.70	
585	70.92	70.93	70918.59	70932.32	100.019	251.81	249.14	251812.23	249136.77	90.31	64.05	17.46	17464.01	24.62	0:29:58.000	404478.68	395410.89	0.000	3546.3	361.83	2:09:52.000	2:01:43.000	278.810	145.218	0.0	0.01	-2.68	
586	70.87	70.92	70865.67	70922.69	100.080	251.62	249.11	251618.92	249109.34	90.31	64.00	17.47	17473.08	24.64	0:29:59.000	403409.87	395173.63	0.000	3546.3	361.78	2:09:56.000	2:01:42.000	274.560	145.327	0.0	0.06	-2.51	
587	70.90	70.93	70895.77	70927.19	100.044	251.74	249.12	251735.31	249124.82	90.32	64.03	17.47	17474.54	24.64	0:29:59.000	403581.23	395566.06	0.000	3546.3	361.80	2:09:47.000	2:01:42.000	278.890	145.218	0.0	0.03	-2.61	
588	70.90	70.88	70900.15	70882.63	99.975	251.75	248.97	251746.16	248968.88	90.31	64.03	17.47	17473.55	24.65	0:29:59.000	403797.71	395317.55	0.000	3546.3	361.58	2:09:50.000	2:01:38.000	274.560	137.707	0.0	-0.02	-2.78	
589	70.85	70.90	70853.55	70895.83	100.060	251.58	249.01	251580.46	249013.02	90.31	63.98	17.46	17461.95	24.63	0:29:58.000	403723.95	395023.96	0.000	3546.3	361.64	2:09:56.000	2:01:40.000	274.560	145.254	0.0	0.04	-2.57	
590	70.88	70.87	70884.90	70866.50	99.974	251.69	248.91	251689.23	248908.75	90.32	64.03	17.46	17464.35	24.64	0:29:58.000	403328.02	395411.36	0.000	3546.3	361.49	2:09:43.000	2:01:36.000	274.600	145.181	0.0	-0.02	-2.78	
591	70.86	70.86	70856.77	70859.91	100.004	251.59	248.89	251588.28	248890.01	90.39	64.05	17.45	17454.71	24.63	0:29:57.000	403742.28	395374.57	0.000	3546.0	361.46	2:09:26.000	2:01:35.000	274.560	145.218	0.0	0.00	-2.70	
592	70.91	70.89	70908.42	70891.09	99.976	251.78	249.00	251777.73	249003.40	90.35	64.06	17.46	17455.74	24.62	0:29:57.000	404036.58	395364.71	0.000	3546.3	361.62	2:09:47.000	2:01:38.000	274.521	137.638	0.0	-0.02	-2.77	
593	70.90	70.87	70900.35	70872.30	99.960	251.74	248.93	251741.77	248932.58	90.37	64.07	17.46	17455.82	24.63	0:29:57.000	403798.86	394892.88	0.000	3546.3	361.52	2:09:25.000	2:01:36.000	270.232	137.776	0.0	-0.03	-2.81	
594	70.89	70.91	70887.82	70910.83	100.032	251.70	249.07	251703.15	249066.22	90.36	64.05	17.47	17465.54	24.63	0:29:58.000	404303.14	394924.18	0.000	3546.3	361.72	2:09:50.000	2:01:40.000	291.679	145.145	0.0	0.02	-2.64	
595	70.89	70.88	70891.10	70880.75	99.985	251.71	248.97	251709.08	248967.25	90.35	64.05	17.45	17445.85	24.61	0:29:56.000	403172.13	395490.86	0.000	3546.3	361.57	2:09:48.000	2:01:37.000	274.521	137.638	0.0	-0.01	-2.74	
596	70.92	70.90	70920.37	70896.93	99.967	251.82	249.02	251820.41	249018.40	90.36	64.08	17.46	17464.43	24.63	0:29:58.000	404104.69	395397.26	0.000	3546.3	361.65	2:09:52.000	2:01:39.000	270.270	137.741	0.0	-0.02	-2.80	
597	70.89	70.90	70891.38	70901.60	100.014	251.72	249.04	251721.02	249040.48	90.37	64.06	17.48	17484.99	24.66	0:30:00.000	404131.35	394689.59	0.000	3546.3	361.67	2:09:42.000	2:01:39.000	278.850	137.741	0.0	0.01	-2.68	
598	70.93	70.90	70932.57	70901.66	99.956	251.87	249.05	251866.53	249047.70	90.33	64.07	17.47	17465.55	24.63	0:29:58.000	403407.99	395239.95	0.000	3546.6	361.67	2:09:59.000	2:01:39.000	274.521	137.707	0.0	-0.03	-2.82	
599	70.96	70.96	70955.57	70959.97	100.006	251.96	249.25	251957.09	249254.48	90.31	64.08	17.47	17465.58	24.61	0:29:58.000	404113.38	395197.83	0.000	3546.6	361.97	2:10:04.000	2:01:45.000	274.521	137.948	0.0	0.00	-2.70	
600	70.90	70.88	70903.44	70882.19	99.970	251.76	248.97	251756.01	248973.48	90.35	64.06	17.46	17455.85	24.63	0:29:57.000	403242.31	395131.43	0.000	3546.3	361.57	2:09:46.000	2:01:37.000	270.232	137.638	0.0	-0.02	-2.78	
601	70.86	70.81	70863.47	70813.08	99.929	251.62	248.73	251619.07	248731.11	90.38	64.04	17.47	17465.32	24.66	0:29:58.000	403780.48	395297.07	0.000	3546.3	361.22	2:09:46.000	2:01:30.000	278.810	145.218	0.0	-0.05	-2.89	
602	70.77	72.07	70774.83	72065.29	101.823	250.85	253.33	250846.03	253328.20	100.00	70.77	20.77	20770.87	28.82	4:09:45.000	398606.66	400610.02	0.000	3548.1	367.61	14:11:00.000	14:26:31.000	272.841	250.501	0.0	1.29	2.48	
603	72.08	70.88	72082.09	70882.25	98.335	255.68	248.97	255683.21	248971.69	88.89	64.07	17.48	17475.29	24.65	0:29:59.000	406159.84	395315.40	0.000	3546.3	361.57	2:11:51.000	2:01:37.000	295.295	137.707	0.0	-1.20	-6.71	
604	71.01	70.92	71013.02	70921.09	99.871	252.15	249.11	252146.20	249110.79	90.24	64.08	17.48	17484.99	24.65	0:30:00.000	404824.81	395164.71	0.000	3546.3	361.77	2:09:54.000	2:01:41.000	278.810	137.672	0.0	-0.09	-3.04	
605	70.94	70.95	70937.49	70951.25	100.019	251.88	249.22	251881.71	249218.39	90.30	64.05	17.49	17485.35	24.64	0:30:00.000	403818.74	394965.97	0.000	3546.6	361.93	2:10:04.000	2:01:44.000	274.521	137.603	0.0	0.01	-2.66	
606	70.95	70.86	70951.93	70862.81	99.874	251.93	248.90	251933.94	248903.99	90.30	64.07	17.46	17455.86	24.63	0:29:57.000	403326.94	394656.75	0.000	3546.3	361.48	2:09:50.000	2:01:35.000	270.232	137.638	0.0	-0.09	-3.03	
607	70.92	70.90	70917.29	70901.49	99.978	251.81	249.04	251805.31	249041.52	90.35	64.07	17.46	17455.83	24.62	0:29:57.000	403512.33	395239.02	0.000	3546.3	361.67	2:09:45.000	2:01:39.000	274.521	137.638	0.0	-0.02	-2.76	
608	70.93	70.91	70932.31	70911.21	99.970	251.86	249.07	251861.57	249073.01	90.33	64.07	17.45	17446.13	24.60	0:29:56.000	403980.90	395109.67	0.000	3546.3	361.72	2:09:58.000	2:01:40.000	274.521	137.879	0.0	-0.02	-2.79	
609	70.90	70.84	70895.03	70843.20	99.927	251.73	248.83	251730.49	248832.08	90.34	64.04	17.46	17455.83	24.64	0:29:57.000	403194.50	395097.61	0.000	3546.3	361.38	2:09:44.000	2:01:33.000	265.942	137.707	0.0	-0.05	-2.90	
610	70.93	70.88	70926.55	70881.64	99.937	251.84	248.98	251835.56	248979.98	90.34	64.07	17.48	17475.16	24.65	0:29:59.000	403756.44	395128.37	0.000	3546.3	361.57	2:09:58.000	2:01:37.000	265.980	137.707	0.0	-0.04	-2.86	
611	70.87	70.86	70868.51	70859.01	99.987	251.63	248.89	251634.49	248890.81	90.38	64.05	17.46	17464.99	24.65	0:29:58.000	403617.53	395369.54	0.000	3546.0	361.46	2:09:41.000	2:01:35.000	274.521	137.879	0.0	-0.01	-2.74	
612	70.87	70.84	70871.96	70836.14	99.949	251.65	248.81	251647.38	248805.26	90.39	64.06	17.47	17474.15	24.67	0:29:59.000	404020.67	395058.26	0.000	3546.0	361.34	2:09:51.000	2:01:33.000	274.521	145.181	0.0	-0.04	-2.84	
613	70.85	70.85	70851.22	70845.29	99.992	251.57	248.84	251571.42	248839.39	90.40	64.05	17.45	17454.56	24.64	0:29:57.000	403519.03	395476.86	0.000	3546.0	361.39	2:09:46.000	2:01:34.000	274.600	145.509	0.0	-0.01	-2.73	
614	70.86	70.82	70863.10	70819.98	99.939	251.61	248.75	251611.72	248753.98	90.41	64.07	17.44	17444.86	24.63	0:29:56.000	403970.18	394968.12	0.000	3546.0	361.26	2:09:47.000	2:01:31.000	274.600	145.181	0.0	-0.04	-2.86	
