Cycle_ID	Step_ID	Step_Type	Step_Time	Capacity	Capacity_Density	Energy	CmpEngergy	Capacitance	Start_Voltage	End_Voltage	Start_Temperature	End_Temperature	End_Capacity	Charge_Mid-Vol	Discharge_Mid-Vol	DCIR	ChargeCap	DischargeCap	Engy_Chg	Engy_DChg	Net_DischargeCap	Net_Engy_DChg
1034	2068	CC_DChg  	2:00:15.000	70.11	70105.18	246.30	246296.73	390437.27	3645.5	2999.1	0.0	0.0	70.11	0.0	3544.7	140.527	0.00	70.11	0.00	246.30	70.11	246.30	
1035	2069	CCCV_Chg  	2:08:44.000	70.10	70098.51	248.93	248925.74	397033.73	3015.5	3651.1	0.0	0.0	70.10	3587.8	0.0	234.420	70.10	0.00	248.93	0.00	-70.10	-248.93	
1035	2070	CC_DChg  	2:00:14.000	70.10	70096.00	246.28	246275.52	390386.15	3645.5	2999.1	0.0	0.0	70.10	0.0	3544.7	140.070	0.00	70.10	0.00	246.28	70.10	246.28	
1036	2071	CCCV_Chg  	2:08:42.000	70.11	70105.55	248.95	248951.71	397636.65	3016.4	3651.1	0.0	0.0	70.11	3587.8	0.0	247.284	70.11	0.00	248.95	0.00	-70.11	-248.95	
1036	2072	CC_DChg  	2:00:11.000	70.07	70066.86	246.17	246170.11	390405.05	3645.5	2999.4	0.0	0.0	70.07	0.0	3544.7	140.175	0.00	70.07	0.00	246.17	70.07	246.17	
1037	2073	CCCV_Chg  	2:08:55.000	70.15	70150.50	249.12	249116.69	397328.18	3015.8	3651.4	0.0	0.0	70.15	3587.8	0.0	234.420	70.15	0.00	249.12	0.00	-70.15	-249.12	
1037	2074	CC_DChg  	2:00:15.000	70.11	70105.73	246.31	246310.35	390440.30	3645.5	2999.1	0.0	0.0	70.11	0.0	3545.0	147.611	0.00	70.11	0.00	246.31	70.11	246.31	
1038	2075	CCCV_Chg  	2:08:39.000	70.12	70117.37	249.00	249000.30	397328.10	3016.1	3651.4	0.0	0.0	70.12	3588.1	0.0	242.996	70.12	0.00	249.00	0.00	-70.12	-249.00	
1038	2076	CC_DChg  	2:00:14.000	70.10	70096.00	246.27	246271.06	390748.84	3645.5	2999.7	0.0	0.0	70.10	0.0	3544.7	147.611	0.00	70.10	0.00	246.27	70.10	246.27	
1039	2077	CCCV_Chg  	2:08:48.000	70.10	70099.09	248.94	248936.65	397412.16	3016.4	3651.4	0.0	0.0	70.10	3588.1	0.0	238.708	70.10	0.00	248.94	0.00	-70.10	-248.94	
1039	2078	CC_DChg  	2:00:18.000	70.13	70134.90	246.42	246420.14	390784.15	3645.5	2999.4	0.0	0.0	70.13	0.0	3545.0	147.722	0.00	70.13	0.00	246.42	70.13	246.42	
1040	2079	CCCV_Chg  	2:08:57.000	70.14	70140.78	249.09	249085.67	397085.74	3015.5	3651.4	0.0	0.0	70.14	3588.1	0.0	230.132	70.14	0.00	249.09	0.00	-70.14	-249.09	
1040	2080	CC_DChg  	2:00:13.000	70.09	70086.32	246.25	246249.58	390332.21	3645.5	2999.1	0.0	0.0	70.09	0.0	3544.7	147.907	0.00	70.09	0.00	246.25	70.09	246.25	
1041	2081	CCCV_Chg  	2:08:38.000	70.10	70100.52	248.94	248939.13	397420.25	3016.4	3651.4	0.0	0.0	70.10	3588.1	0.0	247.284	70.10	0.00	248.94	0.00	-70.10	-248.94	
1041	2082	CC_DChg  	2:00:12.000	70.08	70076.60	246.21	246211.92	390640.69	3645.5	2999.7	0.0	0.0	70.08	0.0	3544.7	147.611	0.00	70.08	0.00	246.21	70.08	246.21	
1042	2083	CCCV_Chg  	2:08:58.000	70.13	70127.64	249.04	249041.98	397824.60	3016.8	3651.4	0.0	0.0	70.13	3588.1	0.0	244.425	70.13	0.00	249.04	0.00	-70.13	-249.04	
1042	2084	CC_DChg  	2:00:14.000	70.10	70096.03	246.28	246280.58	390749.01	3645.5	2999.7	0.0	0.0	70.10	0.0	3544.7	147.685	0.00	70.10	0.00	246.28	70.10	246.28	
1043	2085	CCCV_Chg  	2:08:46.000	70.09	70090.17	248.91	248908.37	397361.57	3016.4	3651.4	0.0	0.0	70.09	3588.1	0.0	238.708	70.09	0.00	248.91	0.00	-70.09	-248.91	
1043	2086	CC_DChg  	2:00:15.000	70.11	70105.75	246.32	246316.41	390984.80	3645.5	3000.0	0.0	0.0	70.11	0.0	3544.7	147.685	0.00	70.11	0.00	246.32	70.11	246.32	
1044	2087	CCCV_Chg  	2:08:43.000	70.06	70058.48	248.79	248791.75	397369.69	3016.4	3651.1	0.0	0.0	70.06	3588.1	0.0	234.420	70.06	0.00	248.79	0.00	-70.06	-248.79	
1044	2088	CC_DChg  	2:00:11.000	70.07	70066.86	246.18	246178.15	390767.95	3645.5	3000.0	0.0	0.0	70.07	0.0	3544.7	140.105	0.00	70.07	0.00	246.18	70.07	246.18	
1045	2089	CCCV_Chg  	2:08:40.000	70.06	70060.70	248.81	248809.88	397821.03	3017.4	3651.4	0.0	0.0	70.06	3588.1	0.0	248.714	70.06	0.00	248.81	0.00	-70.06	-248.81	
1045	2090	CC_DChg  	2:00:13.000	70.09	70086.32	246.24	246243.54	389970.23	3645.5	2998.5	0.0	0.0	70.09	0.0	3544.7	147.574	0.00	70.09	0.00	246.24	70.09	246.24	
1046	2091	CCCV_Chg  	2:08:27.000	70.06	70058.62	248.78	248784.55	396995.17	3015.8	3651.1	0.0	0.0	70.06	3588.1	0.0	247.284	70.06	0.00	248.78	0.00	-70.06	-248.78	
1046	2092	CC_DChg  	2:00:10.000	70.06	70057.17	246.14	246137.66	390713.87	3645.5	3000.0	0.0	0.0	70.06	0.0	3544.7	140.105	0.00	70.06	0.00	246.14	70.06	246.14	
1047	2093	CCCV_Chg  	2:08:27.000	70.06	70060.07	248.80	248800.15	397003.42	3015.8	3651.1	0.0	0.0	70.06	3587.8	0.0	225.843	70.06	0.00	248.80	0.00	-70.06	-248.80	
1047	2094	CC_DChg  	2:00:10.000	70.06	70057.01	246.14	246135.87	390350.16	3645.5	2999.4	0.0	0.0	70.06	0.0	3544.7	140.245	0.00	70.06	0.00	246.14	70.06	246.14	
1048	2095	CCCV_Chg  	2:08:57.000	70.11	70106.41	248.96	248961.76	397265.95	3016.1	3651.4	0.0	0.0	70.11	3588.1	0.0	238.708	70.11	0.00	248.96	0.00	-70.11	-248.96	
1048	2096	CC_DChg  	2:00:10.000	70.06	70057.01	246.14	246140.96	390713.01	3645.5	3000.0	0.0	0.0	70.06	0.0	3544.7	148.055	0.00	70.06	0.00	246.14	70.06	246.14	
1049	2097	CCCV_Chg  	2:08:20.000	70.01	70005.09	248.59	248594.94	397505.24	3017.1	3651.1	0.0	0.0	70.01	3588.1	0.0	244.425	70.01	0.00	248.59	0.00	-70.01	-248.59	
1049	2098	CC_DChg  	2:00:05.000	70.01	70008.02	245.97	245969.19	390077.20	3645.5	2999.4	0.0	0.0	70.01	0.0	3544.7	140.316	0.00	70.01	0.00	245.97	70.01	245.97	
1050	2099	CCCV_Chg  	2:08:20.000	70.01	70010.12	248.62	248619.01	397345.78	3016.8	3651.1	0.0	0.0	70.01	3588.1	0.0	248.714	70.01	0.00	248.62	0.00	-70.01	-248.62	
1050	2100	CC_DChg  	2:00:09.000	70.05	70046.97	246.10	246095.43	389932.12	3645.5	2998.8	0.0	0.0	70.05	0.0	3544.4	140.070	0.00	70.05	0.00	246.10	70.05	246.10	
1051	2101	CCCV_Chg  	2:08:38.000	70.04	70038.16	248.71	248710.69	396691.90	3015.5	3651.1	0.0	0.0	70.04	3587.8	0.0	238.708	70.04	0.00	248.71	0.00	-70.04	-248.71	
1051	2102	CC_DChg  	2:00:14.000	70.10	70095.36	246.27	246268.78	390201.50	3645.5	2998.8	0.0	0.0	70.10	0.0	3544.7	140.105	0.00	70.10	0.00	246.27	70.10	246.27	
1052	2103	CC_Chg  	13:59:07.000	69.79	69786.54	247.36	247355.93	391692.44	3008.7	3650.1	0.0	0.0	69.79	3581.0	0.0	247.686	69.79	0.00	247.36	0.00	-69.79	-247.36	
1052	2104	CC_DChg  	14:13:44.000	71.00	71002.16	249.64	249637.33	394700.06	3647.6	3000.0	0.0	0.0	71.00	0.0	3545.6	250.501	0.00	71.00	0.00	249.64	71.00	249.64	
1053	2105	CCCV_Chg  	2:10:32.000	71.18	71180.90	252.53	252530.19	400267.46	3010.9	3651.1	0.0	0.0	71.18	3585.0	0.0	272.705	71.18	0.00	252.53	0.00	-71.18	-252.53	
1053	2106	CC_DChg  	2:00:09.000	70.05	70046.57	246.09	246090.82	390654.76	3645.5	3000.0	0.0	0.0	70.05	0.0	3544.7	140.456	0.00	70.05	0.00	246.09	70.05	246.09	
1054	2107	CCCV_Chg  	2:08:51.000	70.18	70180.99	249.22	249218.22	398504.07	3017.1	3651.1	0.0	0.0	70.18	3587.5	0.0	244.460	70.18	0.00	249.22	0.00	-70.18	-249.22	
1054	2108	CC_DChg  	2:00:12.000	70.08	70075.08	246.19	246193.74	390813.79	3645.5	3000.0	0.0	0.0	70.08	0.0	3544.7	140.210	0.00	70.08	0.00	246.19	70.08	246.19	
1055	2109	CCCV_Chg  	2:08:52.000	70.16	70163.17	249.16	249159.57	398402.84	3017.1	3651.1	0.0	0.0	70.16	3587.8	0.0	244.425	70.16	0.00	249.16	0.00	-70.16	-249.16	
1055	2110	CC_DChg  	2:00:16.000	70.12	70115.01	246.34	246336.70	390492.00	3645.5	2999.1	0.0	0.0	70.12	0.0	3544.7	140.210	0.00	70.12	0.00	246.34	70.12	246.34	
1056	2111	CCCV_Chg  	2:08:44.000	70.10	70101.99	248.94	248938.27	397240.93	3015.8	3651.1	0.0	0.0	70.10	3587.8	0.0	238.708	70.10	0.00	248.94	0.00	-70.10	-248.94	
1056	2112	CC_DChg  	2:00:11.000	70.07	70066.85	246.17	246171.84	390404.97	3645.5	2999.4	0.0	0.0	70.07	0.0	3544.7	140.351	0.00	70.07	0.00	246.17	70.07	246.17	
1057	2113	CCCV_Chg  	2:08:46.000	70.12	70118.73	249.00	249005.00	397148.24	3015.8	3651.4	0.0	0.0	70.12	3587.8	0.0	234.420	70.12	0.00	249.00	0.00	-70.12	-249.00	
1057	2114	CC_DChg  	2:00:06.000	70.02	70018.30	246.00	246004.11	390315.70	3645.5	2999.7	0.0	0.0	70.02	0.0	3544.7	147.611	0.00	70.02	0.00	246.00	70.02	246.00	
1058	2115	CCCV_Chg  	2:08:41.000	70.09	70091.19	248.90	248903.41	396992.26	3015.8	3651.4	0.0	0.0	70.09	3588.1	0.0	230.132	70.09	0.00	248.90	0.00	-70.09	-248.90	
1058	2116	CC_DChg  	2:00:11.000	70.07	70066.88	246.19	246186.47	390586.53	3645.5	2999.7	0.0	0.0	70.07	0.0	3544.7	147.722	0.00	70.07	0.00	246.19	70.07	246.19	
1059	2117	CCCV_Chg  	2:08:41.000	70.06	70057.52	248.79	248792.01	397614.80	3017.1	3651.4	0.0	0.0	70.06	3588.1	0.0	248.714	70.06	0.00	248.79	0.00	-70.06	-248.79	
1059	2118	CC_DChg  	2:00:14.000	70.10	70096.03	246.29	246285.05	390567.59	3645.5	2999.4	0.0	0.0	70.10	0.0	3544.7	147.574	0.00	70.10	0.00	246.29	70.10	246.29	
1060	2119	CCCV_Chg  	2:08:55.000	70.10	70098.46	248.94	248939.03	397408.57	3016.4	3651.4	0.0	0.0	70.10	3588.1	0.0	242.996	70.10	0.00	248.94	0.00	-70.10	-248.94	
1060	2120	CC_DChg  	2:00:14.000	70.10	70096.03	246.28	246283.14	390567.59	3645.5	2999.4	0.0	0.0	70.10	0.0	3544.7	147.648	0.00	70.10	0.00	246.28	70.10	246.28	
1061	2121	CCCV_Chg  	2:08:40.000	70.09	70093.10	248.91	248908.91	397378.19	3016.1	3651.1	0.0	0.0	70.09	3587.8	0.0	238.708	70.09	0.00	248.91	0.00	-70.09	-248.91	
1061	2122	CC_DChg  	2:00:08.000	70.04	70037.67	246.07	246074.42	390242.41	3645.5	2999.4	0.0	0.0	70.04	0.0	3544.7	140.105	0.00	70.04	0.00	246.07	70.04	246.07	
1062	2123	CCCV_Chg  	1:57:48.000	68.18	68177.59	241.92	241921.21	389277.27	3016.8	3647.3	0.0	0.0	68.18	3588.1	0.0	248.714	68.18	0.00	241.92	0.00	-68.18	-241.92	
1062	2124	CC_DChg  	1:56:57.000	68.18	68180.95	239.35	239349.65	382085.04	3642.4	3000.0	0.0	0.0	68.18	0.0	3536.7	140.120	0.00	68.18	0.00	239.35	68.18	239.35	
1063	2125	CCCV_Chg  	2:08:45.000	70.09	70087.89	248.89	248888.54	397536.46	3016.4	3651.1	0.0	0.0	70.09	3587.8	0.0	234.420	70.09	0.00	248.89	0.00	-70.09	-248.89	
1063	2126	CC_DChg  	2:00:11.000	70.07	70066.84	246.17	246167.72	390042.74	3645.5	2998.8	0.0	0.0	70.07	0.0	3544.7	140.210	0.00	70.07	0.00	246.17	70.07	246.17	
1064	2127	CCCV_Chg  	2:08:54.000	70.09	70091.73	248.90	248904.08	396808.04	3015.5	3651.4	0.0	0.0	70.09	3587.8	0.0	238.708	70.09	0.00	248.90	0.00	-70.09	-248.90	
1064	2128	CC_DChg  	2:00:09.000	70.05	70047.29	246.10	246103.40	390296.02	3645.5	2999.4	0.0	0.0	70.05	0.0	3544.7	147.611	0.00	70.05	0.00	246.10	70.05	246.10	
1065	2129	CCCV_Chg  	2:08:40.000	70.04	70044.46	248.74	248744.55	396914.92	3015.8	3651.1	0.0	0.0	70.04	3588.1	0.0	234.420	70.04	0.00	248.74	0.00	-70.04	-248.74	
1065	2130	CC_DChg  	2:00:09.000	70.05	70045.44	246.09	246093.05	390285.68	3645.5	2999.4	0.0	0.0	70.05	0.0	3544.7	140.070	0.00	70.05	0.00	246.09	70.05	246.09	
1066	2131	CCCV_Chg  	2:08:52.000	70.07	70071.36	248.83	248831.14	397442.70	3016.4	3651.1	0.0	0.0	70.07	3588.1	0.0	242.996	70.07	0.00	248.83	0.00	-70.07	-248.83	
1066	2132	CC_DChg  	2:00:10.000	70.06	70056.76	246.14	246139.56	390711.62	3645.5	3000.0	0.0	0.0	70.06	0.0	3544.7	140.281	0.00	70.06	0.00	246.14	70.06	246.14	
1067	2133	CCCV_Chg  	2:08:45.000	70.07	70065.39	248.81	248809.84	397221.13	3016.4	3651.4	0.0	0.0	70.07	3588.1	0.0	234.420	70.07	0.00	248.81	0.00	-70.07	-248.81	
1067	2134	CC_DChg  	2:00:11.000	70.07	70066.78	246.17	246171.44	390404.60	3645.5	2999.4	0.0	0.0	70.07	0.0	3544.7	147.648	0.00	70.07	0.00	246.17	70.07	246.17	
1068	2135	CCCV_Chg  	2:08:35.000	70.04	70037.29	248.71	248710.59	396499.81	3015.2	3651.1	0.0	0.0	70.04	3588.1	0.0	225.843	70.04	0.00	248.71	0.00	-70.04	-248.71	
1068	2136	CC_DChg  	2:00:06.000	70.02	70018.24	246.00	245997.68	389953.09	3645.5	2999.1	0.0	0.0	70.02	0.0	3544.7	140.527	0.00	70.02	0.00	246.00	70.02	246.00	
1069	2137	CCCV_Chg  	2:08:36.000	70.04	70036.25	248.71	248705.55	396868.42	3015.8	3651.1	0.0	0.0	70.04	3588.1	0.0	238.708	70.04	0.00	248.71	0.00	-70.04	-248.71	
1069	2138	CC_DChg  	2:00:08.000	70.04	70037.73	246.07	246070.79	389699.89	3645.5	2998.5	0.0	0.0	70.04	0.0	3544.7	140.070	0.00	70.04	0.00	246.07	70.04	246.07	
1070	2139	CCCV_Chg  	2:08:45.000	70.09	70086.51	248.89	248888.37	396591.40	3015.2	3651.4	0.0	0.0	70.09	3588.1	0.0	238.708	70.09	0.00	248.89	0.00	-70.09	-248.89	
1070	2140	CC_DChg  	2:00:10.000	70.06	70057.14	246.14	246142.06	390169.69	3645.5	2999.1	0.0	0.0	70.06	0.0	3544.7	147.648	0.00	70.06	0.00	246.14	70.06	246.14	
1071	2141	CCCV_Chg  	2:08:51.000	70.04	70040.46	248.72	248720.57	396892.29	3015.8	3651.1	0.0	0.0	70.04	3588.1	0.0	238.708	70.04	0.00	248.72	0.00	-70.04	-248.72	
1071	2142	CC_DChg  	2:00:09.000	70.05	70046.88	246.10	246098.83	389750.82	3645.5	2998.5	0.0	0.0	70.05	0.0	3544.7	140.281	0.00	70.05	0.00	246.10	70.05	246.10	
1072	2143	CCCV_Chg  	2:08:49.000	70.06	70062.37	248.80	248801.03	396829.04	3015.8	3651.4	0.0	0.0	70.06	3588.1	0.0	247.284	70.06	0.00	248.80	0.00	-70.06	-248.80	
1072	2144	CC_DChg  	2:00:07.000	70.03	70027.89	246.04	246040.70	390369.19	3645.5	2999.7	0.0	0.0	70.03	0.0	3544.7	147.685	0.00	70.03	0.00	246.04	70.03	246.04	
1073	2145	CCCV_Chg  	2:08:33.000	70.01	70009.55	248.61	248610.86	396904.55	3016.1	3651.1	0.0	0.0	70.01	3588.1	0.0	234.420	70.01	0.00	248.61	0.00	-70.01	-248.61	
1073	2146	CC_DChg  	2:00:07.000	70.03	70027.49	246.03	246031.25	390548.38	3645.5	3000.0	0.0	0.0	70.03	0.0	3544.7	140.175	0.00	70.03	0.00	246.03	70.03	246.03	
1074	2147	CCCV_Chg  	2:08:25.000	70.03	70032.71	248.70	248698.79	396661.06	3015.8	3651.4	0.0	0.0	70.03	3588.1	0.0	225.908	70.03	0.00	248.70	0.00	-70.03	-248.70	
1074	2148	CC_DChg  	2:00:05.000	70.01	70008.57	245.97	245970.44	390080.24	3645.5	2999.4	0.0	0.0	70.01	0.0	3544.7	148.055	0.00	70.01	0.00	245.97	70.01	245.97	
1075	2149	CCCV_Chg  	2:08:30.000	70.01	70010.06	248.62	248618.28	396907.42	3016.4	3651.4	0.0	0.0	70.01	3588.1	0.0	242.996	70.01	0.00	248.62	0.00	-70.01	-248.62	
1075	2150	CC_DChg  	2:00:04.000	70.00	69998.87	245.95	245948.24	389483.65	3645.5	2998.5	0.0	0.0	70.00	0.0	3544.7	148.018	0.00	70.00	0.00	245.95	70.00	245.95	
1076	2151	CCCV_Chg  	2:08:37.000	70.01	70010.88	248.64	248640.68	396912.09	3016.4	3651.4	0.0	0.0	70.01	3588.1	0.0	255.860	70.01	0.00	248.64	0.00	-70.01	-248.64	
1076	2152	CC_DChg  	2:00:08.000	70.04	70037.73	246.08	246076.15	390242.75	3645.5	2999.4	0.0	0.0	70.04	0.0	3544.7	147.685	0.00	70.04	0.00	246.08	70.04	246.08	
1077	2153	CCCV_Chg  	2:08:38.000	70.02	70018.65	248.64	248643.55	396768.68	3016.1	3651.4	0.0	0.0	70.02	3588.1	0.0	238.708	70.02	0.00	248.64	0.00	-70.02	-248.64	
1077	2154	CC_DChg  	2:00:07.000	70.03	70027.89	246.04	246038.21	390550.61	3645.5	3000.0	0.0	0.0	70.03	0.0	3544.7	147.611	0.00	70.03	0.00	246.04	70.03	246.04	
1078	2155	CCCV_Chg  	2:08:35.000	70.03	70033.81	248.70	248703.35	397042.05	3016.4	3651.4	0.0	0.0	70.03	3588.1	0.0	234.420	70.03	0.00	248.70	0.00	-70.03	-248.70	
1078	2156	CC_DChg  	2:00:09.000	70.05	70047.22	246.10	246104.03	390114.50	3645.5	2999.1	0.0	0.0	70.05	0.0	3544.7	147.685	0.00	70.05	0.00	246.10	70.05	246.10	
1079	2157	CCCV_Chg  	2:08:34.000	70.01	70008.28	248.61	248605.42	396897.35	3016.4	3651.4	0.0	0.0	70.01	3588.1	0.0	247.284	70.01	0.00	248.61	0.00	-70.01	-248.61	
1079	2158	CC_DChg  	2:00:03.000	69.99	69988.83	245.90	245901.51	390332.73	3645.5	3000.0	0.0	0.0	69.99	0.0	3544.7	147.870	0.00	69.99	0.00	245.90	69.99	245.90	
1080	2159	CCCV_Chg  	2:08:40.000	70.02	70023.59	248.67	248666.20	397610.28	3017.1	3651.1	0.0	0.0	70.02	3588.1	0.0	244.425	70.02	0.00	248.67	0.00	-70.02	-248.67	
1080	2160	CC_DChg  	2:00:04.000	70.00	69997.03	245.93	245932.65	390197.12	3645.5	2999.7	0.0	0.0	70.00	0.0	3544.7	140.210	0.00	70.00	0.00	245.93	70.00	245.93	
1081	2161	CCCV_Chg  	2:08:46.000	70.05	70054.63	248.77	248772.69	397598.42	3016.8	3651.1	0.0	0.0	70.05	3588.1	0.0	244.425	70.05	0.00	248.77	0.00	-70.05	-248.77	
1081	2162	CC_DChg  	2:00:06.000	70.02	70015.67	245.99	245987.71	389577.13	3645.5	2998.5	0.0	0.0	70.02	0.0	3544.4	140.175	0.00	70.02	0.00	245.99	70.02	245.99	
1082	2163	CCCV_Chg  	2:08:37.000	70.02	70023.87	248.66	248658.08	396236.92	3014.9	3651.1	0.0	0.0	70.02	3587.8	0.0	234.420	70.02	0.00	248.66	0.00	-70.02	-248.66	
1082	2164	CC_DChg  	2:00:09.000	70.04	70040.83	246.08	246077.41	390259.99	3645.5	2999.4	0.0	0.0	70.04	0.0	3544.4	140.210	0.00	70.04	0.00	246.08	70.04	246.08	
1083	2165	CCCV_Chg  	2:08:29.000	69.95	69947.16	248.39	248386.49	396738.25	3016.4	3651.1	0.0	0.0	69.95	3588.1	0.0	242.996	69.95	0.00	248.39	0.00	-69.95	-248.39	
1083	2166	CC_DChg  	2:00:05.000	70.00	69999.80	245.93	245928.73	389850.36	3645.5	2999.1	0.0	0.0	70.00	0.0	3544.4	140.140	0.00	70.00	0.00	245.93	70.00	245.93	
1084	2167	CCCV_Chg  	2:08:48.000	70.03	70033.52	248.69	248693.06	396852.92	3015.8	3651.1	0.0	0.0	70.03	3588.1	0.0	238.742	70.03	0.00	248.69	0.00	-70.03	-248.69	
1084	2168	CC_DChg  	2:00:08.000	70.03	70031.82	246.05	246048.00	390209.78	3645.5	2999.4	0.0	0.0	70.03	0.0	3544.7	140.210	0.00	70.03	0.00	246.05	70.03	246.05	
1085	2169	CCCV_Chg  	2:08:30.000	69.97	69974.09	248.48	248480.51	396891.04	3016.4	3651.1	0.0	0.0	69.97	3588.1	0.0	243.065	69.97	0.00	248.48	0.00	-69.97	-248.48	
1085	2170	CC_DChg  	1:59:57.000	69.93	69925.97	245.68	245682.86	389800.99	3645.5	2999.7	0.0	0.0	69.93	0.0	3544.4	140.421	0.00	69.93	0.00	245.68	69.93	245.68	
1086	2171	CCCV_Chg  	2:08:45.000	70.01	70010.02	248.61	248611.90	397094.83	3016.4	3651.1	0.0	0.0	70.01	3588.1	0.0	238.708	70.01	0.00	248.61	0.00	-70.01	-248.61	
1086	2172	CC_DChg  	2:00:07.000	70.02	70024.05	246.02	246018.80	390347.77	3645.5	2999.7	0.0	0.0	70.02	0.0	3544.4	140.105	0.00	70.02	0.00	246.02	70.02	246.02	
1087	2173	CCCV_Chg  	2:08:18.000	69.96	69958.93	248.44	248436.29	396805.01	3016.4	3651.1	0.0	0.0	69.96	3588.1	0.0	238.708	69.96	0.00	248.44	0.00	-69.96	-248.44	
1087	2174	CC_DChg  	1:59:56.000	69.92	69915.86	245.64	245635.76	389925.79	3645.5	3000.0	0.0	0.0	69.92	0.0	3544.4	140.210	0.00	69.92	0.00	245.64	69.92	245.64	
1088	2175	CCCV_Chg  	2:08:36.000	69.98	69977.75	248.50	248502.88	396536.90	3015.8	3651.1	0.0	0.0	69.98	3588.1	0.0	225.876	69.98	0.00	248.50	0.00	-69.98	-248.50	
1088	2176	CC_DChg  	2:00:01.000	69.96	69959.75	245.80	245796.88	389808.22	3645.5	2999.4	0.0	0.0	69.96	0.0	3544.4	140.492	0.00	69.96	0.00	245.80	69.96	245.80	
1089	2177	CCCV_Chg  	2:08:35.000	70.00	70004.89	248.60	248596.62	397065.68	3016.4	3651.1	0.0	0.0	70.00	3588.1	0.0	243.065	70.00	0.00	248.60	0.00	-70.00	-248.60	
1089	2178	CC_DChg  	2:00:03.000	69.98	69975.89	245.85	245848.54	390260.59	3645.5	3000.0	0.0	0.0	69.98	0.0	3544.4	140.351	0.00	69.98	0.00	245.85	69.98	245.85	
1090	2179	CCCV_Chg  	2:08:37.000	69.97	69971.89	248.48	248475.46	397128.79	3016.8	3651.1	0.0	0.0	69.97	3588.1	0.0	240.206	69.97	0.00	248.48	0.00	-69.97	-248.48	
1090	2180	CC_DChg  	2:00:00.000	69.95	69948.46	245.75	245754.51	390107.61	3645.5	3000.0	0.0	0.0	69.95	0.0	3544.4	140.810	0.00	69.95	0.00	245.75	69.95	245.75	
1091	2181	CCCV_Chg  	2:08:39.000	69.96	69961.75	248.44	248437.84	396821.02	3016.4	3651.1	0.0	0.0	69.96	3588.1	0.0	234.487	69.96	0.00	248.44	0.00	-69.96	-248.44	
1091	2182	CC_DChg  	2:00:03.000	69.98	69979.23	245.86	245856.71	389735.83	3645.5	2999.1	0.0	0.0	69.98	0.0	3544.4	140.105	0.00	69.98	0.00	245.86	69.98	245.86	
1092	2183	CCCV_Chg  	2:08:34.000	69.99	69990.72	248.54	248539.68	396423.24	3015.5	3651.1	0.0	0.0	69.99	3588.1	0.0	234.487	69.99	0.00	248.54	0.00	-69.99	-248.54	
1092	2184	CC_DChg  	2:00:04.000	69.99	69991.51	245.90	245900.84	390347.70	3645.5	3000.0	0.0	0.0	69.99	0.0	3544.4	140.245	0.00	69.99	0.00	245.90	69.99	245.90	
1093	2185	CCCV_Chg  	2:08:35.000	69.98	69978.86	248.50	248498.46	397168.39	3016.8	3651.1	0.0	0.0	69.98	3588.1	0.0	240.206	69.98	0.00	248.50	0.00	-69.98	-248.50	
1093	2186	CC_DChg  	2:00:05.000	70.00	69998.81	245.93	245926.08	389844.86	3645.5	2999.1	0.0	0.0	70.00	0.0	3544.4	140.456	0.00	70.00	0.00	245.93	70.00	245.93	
1094	2187	CCCV_Chg  	2:08:39.000	69.99	69991.46	248.54	248540.99	396801.95	3016.1	3651.1	0.0	0.0	69.99	3588.1	0.0	243.031	69.99	0.00	248.54	0.00	-69.99	-248.54	
1094	2188	CC_DChg  	2:00:08.000	70.03	70027.21	246.02	246021.27	389641.36	3645.5	2998.5	0.0	0.0	70.03	0.0	3544.4	140.140	0.00	70.03	0.00	246.02	70.03	246.02	
1095	2189	CCCV_Chg  	2:08:45.000	70.05	70049.44	248.74	248744.22	396568.60	3015.2	3651.1	0.0	0.0	70.05	3587.8	0.0	238.742	70.05	0.00	248.74	0.00	-70.05	-248.74	
1095	2190	CC_DChg  	2:00:02.000	69.97	69965.74	245.82	245817.42	390204.00	3645.5	3000.0	0.0	0.0	69.97	0.0	3544.4	140.140	0.00	69.97	0.00	245.82	69.97	245.82	
1096	2191	CCCV_Chg  	2:08:43.000	70.01	70009.51	248.61	248610.12	397530.36	3017.1	3651.1	0.0	0.0	70.01	3588.1	0.0	244.460	70.01	0.00	248.61	0.00	-70.01	-248.61	
1096	2192	CC_DChg  	2:00:08.000	70.02	70024.04	246.01	246014.49	389985.38	3645.5	2999.1	0.0	0.0	70.02	0.0	3544.4	140.492	0.00	70.02	0.00	246.01	70.02	246.01	
1097	2193	CCCV_Chg  	2:08:46.000	69.98	69983.71	248.51	248514.82	396758.05	3016.1	3651.1	0.0	0.0	69.98	3588.1	0.0	243.031	69.98	0.00	248.51	0.00	-69.98	-248.51	
1097	2194	CC_DChg  	2:00:02.000	69.98	69979.02	245.87	245865.00	390278.03	3645.5	3000.0	0.0	0.0	69.98	0.0	3544.4	140.351	0.00	69.98	0.00	245.87	69.98	245.87	
1098	2195	CCCV_Chg  	2:08:51.000	70.03	70032.61	248.70	248699.53	397661.53	3017.1	3651.1	0.0	0.0	70.03	3588.1	0.0	244.425	70.03	0.00	248.70	0.00	-70.03	-248.70	
1098	2196	CC_DChg  	2:00:03.000	69.99	69989.02	245.90	245899.89	389790.35	3645.5	2999.1	0.0	0.0	69.99	0.0	3544.7	140.175	0.00	69.99	0.00	245.90	69.99	245.90	
